,prompt_score,response_score
0,0.19781695306301117,0.011152916587889194
1,0.2908814549446106,0.0024503362365067005
2,0.09042234718799591,0.07494949549436569
3,0.38233476877212524,0.03250202536582947
4,0.21119575202465057,0.0004881368367932737
5,0.2622075378894806,0.0002564206952229142
6,0.1236802488565445,0.0004199259856250137
7,0.23776191473007202,0.07114068418741226
8,0.18903890252113342,0.002759939059615135
9,0.2681460976600647,0.010095840319991112
10,0.047658782452344894,0.0003175305901095271
11,0.2975676357746124,0.00013294542441144586
12,0.16216187179088593,0.013066325336694717
13,0.3086296021938324,0.0010511339642107487
14,0.8340769410133362,0.001715966616757214
15,0.5853666663169861,0.02110501378774643
16,0.08126804232597351,0.00025877082953229547
17,0.05932930111885071,0.00046329485485330224
18,0.2243480533361435,0.0007850382826291025
19,0.2866012454032898,0.01416005939245224
20,0.21008910238742828,0.031802400946617126
21,0.2983091473579407,0.0016159258084371686
22,0.24439555406570435,0.017670268192887306
23,0.44920095801353455,0.9565185308456421
24,0.3025999069213867,0.036753490567207336
25,0.342014342546463,0.0006450036889873445
26,0.5083462595939636,0.026688549667596817
27,0.0685017853975296,0.004435400478541851
28,0.5103345513343811,0.00026232906384393573
29,0.3736923336982727,0.9797790050506592
30,0.40032270550727844,0.0017323712818324566
31,0.18640628457069397,0.0003419717832002789
32,0.22393646836280823,0.00028455318533815444
33,0.17248854041099548,0.0008603142923675478
34,0.782841682434082,0.020091501995921135
35,0.46480366587638855,0.0005603854078799486
36,0.9520254135131836,0.0016631520120427012
37,0.21400876343250275,0.07122080773115158
38,0.2566912770271301,0.0008110118797048926
39,0.09505928307771683,0.0015369470929726958
40,0.4677782654762268,0.16338708996772766
41,0.35443398356437683,0.07975729554891586
42,0.49985796213150024,0.005785027053207159
43,0.30332332849502563,0.002576831728219986
44,0.19706188142299652,0.0007639421382918954
45,0.07195010781288147,0.0008361072978004813
46,0.13904167711734772,0.0018294905312359333
47,0.3941934108734131,0.010889288038015366
48,0.19748932123184204,0.00017686380306258798
49,0.220540851354599,0.0013327572960406542
50,0.10778889805078506,0.00015439282287843525
51,0.3714739978313446,0.9277384281158447
52,0.3972461521625519,0.00014197136624716222
53,0.31779760122299194,0.0001843152567744255
54,0.26589685678482056,0.011578910052776337
55,0.46243688464164734,0.0003702633548527956
56,0.4298642873764038,0.0063078273087739944
57,0.45196062326431274,0.00015845373854972422
58,0.10869985818862915,0.0021742067765444517
59,0.7029058933258057,0.006952302996069193
60,0.16026008129119873,0.1156923845410347
61,0.01474146731197834,0.0002658269659150392
62,0.25180938839912415,0.2970692813396454
63,0.24890856444835663,0.02938244678080082
64,0.1145407035946846,0.0005117440014146268
65,0.29747113585472107,0.00031264382414519787
66,0.32258492708206177,0.06547871977090836
67,0.6080657243728638,0.001438075676560402
68,0.3296229839324951,0.00017944716091733426
69,0.26160919666290283,0.0016802455065771937
70,0.6177406311035156,0.0003490555100142956
71,0.5219517350196838,0.011387016624212265
72,0.3344248831272125,0.0024623696226626635
73,0.4746153950691223,0.10104935616254807
74,0.6967565417289734,0.0002511063066776842
75,0.14264103770256042,0.0026905315462499857
76,0.19730763137340546,0.01252579502761364
77,0.07578723877668381,0.013758460059762001
78,0.4909656345844269,0.008329126983880997
79,0.42254185676574707,0.04492022097110748
80,0.23785965144634247,0.0057554771192371845
81,0.19110286235809326,0.001021950738504529
82,0.203933984041214,0.09967152774333954
83,0.3445740044116974,0.002851623808965087
84,0.06802953034639359,0.011342025361955166
85,0.8044900894165039,0.0379827506840229
86,0.07576055079698563,0.0003809033951256424
87,0.06924551725387573,0.0004583530535455793
88,0.22193795442581177,0.032800376415252686
89,0.38721537590026855,0.0004457223985809833
90,0.5869848132133484,0.0028682572301477194
91,0.2869218587875366,0.9714078307151794
92,0.18234167993068695,0.08602873235940933
93,0.6148970127105713,0.0013254842488095164
94,0.3027575612068176,0.02195848897099495
95,0.9441947937011719,0.0022503091022372246
96,0.07080475986003876,0.0001579325762577355
97,0.11419214308261871,0.0007655001245439053
98,0.312653124332428,0.004090714734047651
99,0.23469892144203186,0.00035123893758282065
100,0.5670081377029419,0.0002657337172422558
101,0.12438210844993591,0.00014265421486925334
102,0.9150562286376953,0.00040510541293770075
103,0.0630946010351181,0.00019351589435245842
104,0.2258935123682022,0.00015251609147526324
105,0.3253347873687744,0.9563875198364258
106,0.2958533465862274,0.0006514177657663822
107,0.3531765043735504,0.14337220788002014
108,0.0983491912484169,0.062340784817934036
109,0.15416142344474792,0.04070644825696945
110,0.28159400820732117,0.00014034341438673437
111,0.6238610148429871,0.001179088489152491
112,0.1987360566854477,0.0007582803955301642
113,0.899527907371521,0.0028483010828495026
114,0.8122102618217468,0.0004503898089751601
115,0.4079110026359558,0.00041436843457631767
116,0.4062834084033966,0.00015851901844143867
117,0.4756185710430145,0.00013947344268672168
118,0.8780588507652283,0.00020907695579808205
119,0.5037903785705566,0.03300440311431885
120,0.9972037076950073,0.00013452372513711452
121,0.4223161041736603,0.008818412199616432
122,0.6337866187095642,0.00016558787319809198
123,0.08984605222940445,0.33415570855140686
124,0.704732358455658,0.0002235216088593006
125,0.41656655073165894,0.0015951487002894282
126,0.41225454211235046,0.0026971595361828804
127,0.8677559494972229,0.021169934421777725
128,0.9166653156280518,0.03818256035447121
129,0.15173357725143433,0.0006186370155774057
130,0.7232974171638489,0.0013802277389913797
131,0.9822497367858887,0.08383975178003311
132,0.8803585171699524,0.0028695014771074057
133,0.4017065763473511,0.00017743218631949276
134,0.9201492667198181,0.00047113929758779705
135,0.6418859958648682,0.006136890035122633
136,0.5424525737762451,0.02747025527060032
137,0.9455771446228027,0.00013915833551436663
138,0.15117484331130981,0.369249165058136
139,0.8107492327690125,0.006491527426987886
140,0.8492898941040039,0.0018299563089385629
141,0.7915323972702026,0.9895126223564148
142,0.30003345012664795,0.00020540370314847678
143,0.2647024393081665,0.0002319096092833206
144,0.39004456996917725,0.0020019349176436663
145,0.43424364924430847,0.0001549634471302852
146,0.3939131498336792,0.00015654526941943914
147,0.915740430355072,0.00013957402552478015
148,0.9239559173583984,0.027577567845582962
149,0.9125670194625854,0.990929901599884
150,0.8994108438491821,0.007403083145618439
151,0.4903031885623932,0.009108573198318481
152,0.8191164135932922,0.0008675997378304601
153,0.11012333631515503,0.0016734071541577578
154,0.3811776041984558,0.0001999137457460165
155,0.970503568649292,0.9997262358665466
156,0.9014011025428772,0.8624697923660278
157,0.8785542249679565,0.00017078203381970525
158,0.3883185088634491,0.02138291299343109
159,0.9035066366195679,0.031136762350797653
160,0.8596155047416687,0.006188858766108751
161,0.3643854260444641,0.042372431606054306
162,0.2062128484249115,0.00017359542835038155
163,0.9841887950897217,0.00035475188633427024
164,0.8240979909896851,0.08227045834064484
165,0.6110721826553345,0.00015344559506047517
166,0.5250657796859741,0.00014095859660301358
167,0.6287606954574585,0.03785478696227074
168,0.8558704257011414,0.031123170629143715
169,0.23674720525741577,0.7692317962646484
170,0.605347752571106,0.012972680851817131
171,0.1535523235797882,0.0001651304482948035
172,0.8004016876220703,0.18833322823047638
173,0.9075212478637695,0.0007639901014044881
174,0.9635365605354309,0.020525457337498665
175,0.7277501225471497,0.05091220140457153
176,0.08742069453001022,0.00014566408935934305
177,0.2495323270559311,0.003457145532593131
178,0.6240406036376953,0.006235665176063776
179,0.917948305606842,0.00023308048548642546
180,0.9375010132789612,0.9991567134857178
181,0.9728225469589233,0.0002683026541490108
182,0.9551713466644287,0.00014504080172628164
183,0.4183056056499481,0.0002095355448545888
184,0.4465533494949341,0.008051751181483269
185,0.830865740776062,0.0009198760380968451
186,0.03108968585729599,0.00014018543879501522
187,0.9581893086433411,0.005879512522369623
188,0.21080589294433594,0.0010607336880639195
189,0.23483280837535858,0.00028482815832830966
190,0.6473274827003479,0.00029833108419552445
191,0.9600814580917358,0.00014492149057332426
192,0.28927019238471985,0.0002975054085254669
193,0.9451492428779602,0.00020952854538336396
194,0.37979909777641296,0.0002063931169686839
195,0.9466232657432556,0.0006551059777848423
196,0.02639242634177208,0.0010540426010265946
197,0.8611046075820923,0.0003554177237674594
198,0.2020464986562729,0.00039459593244828284
199,0.6160910129547119,0.0031025195494294167
200,0.49980658292770386,0.00013598587247543037
201,0.6314725875854492,0.0915849357843399
202,0.9372377991676331,0.025745075196027756
203,0.9171159267425537,0.00015109320520423353
204,0.6540414690971375,0.00014657515566796064
205,0.07639458775520325,0.00021090976952109486
206,0.3416871726512909,0.0004389712121337652
207,0.8377305269241333,0.00027845168369822204
208,0.9501652717590332,0.10682190209627151
209,0.7928706407546997,0.0968472957611084
210,0.16965121030807495,0.001110018347389996
211,0.9017387628555298,0.0001355022977804765
212,0.8766332864761353,0.006854639388620853
213,0.7958876490592957,0.0005733126890845597
214,0.9870024919509888,0.0018184008076786995
215,0.1580551564693451,0.0021888199262320995
216,0.2835882604122162,0.00019374776456970721
217,0.2310413420200348,0.00024269401910714805
218,0.5804288387298584,0.645724356174469
219,0.44124114513397217,0.02722002938389778
220,0.9809507131576538,0.00018642934446688741
221,0.16680915653705597,0.07407664507627487
222,0.5886670351028442,0.00033073395024985075
223,0.727834165096283,0.14498451352119446
224,0.8484259247779846,0.008716689422726631
225,0.992191731929779,0.00013903870421927422
226,0.46907973289489746,0.0015256896149367094
227,0.9504567980766296,0.00026004528626799583
228,0.4500176012516022,0.00040820593130774796
229,0.168307825922966,0.00016603275435045362
230,0.4710266888141632,0.0038249301724135876
231,0.37634891271591187,0.030221670866012573
232,0.2882606089115143,0.0020180251449346542
233,0.7660629153251648,0.9881570935249329
234,0.5751296281814575,0.00037308837636373937
235,0.3150574862957001,0.00022118004562798887
236,0.27760958671569824,0.014196628704667091
237,0.8636252284049988,0.00033009826438501477
238,0.45947396755218506,0.0004050614370498806
239,0.945756733417511,0.014602682553231716
240,0.954412579536438,0.0006045119953341782
241,0.7040280103683472,0.00016955359023995697
242,0.6684398055076599,0.000151718471897766
243,0.9746383428573608,0.0005450895405374467
244,0.5348736047744751,0.000308985443552956
245,0.36157867312431335,0.012561249546706676
246,0.6434603929519653,0.00019498223264236003
247,0.990997314453125,0.044134922325611115
248,0.46044838428497314,0.0002455206122249365
249,0.6998673677444458,0.27971184253692627
250,0.5788906812667847,0.000490026141051203
251,0.39248067140579224,0.00025850647944025695
252,0.5334259867668152,0.02335275709629059
253,0.20523668825626373,0.7785511016845703
254,0.8696510791778564,0.0001363829942420125
255,0.8504582643508911,0.00015199519111774862
256,0.7157923579216003,0.0005065820296294987
257,0.6813983917236328,0.0006959921447560191
258,0.46451735496520996,0.0013900632038712502
259,0.05144202709197998,0.0008355988538824022
260,0.3877575099468231,0.0011230871314182878
261,0.853523850440979,0.0015794953797012568
262,0.1757868081331253,0.026692165061831474
263,0.9755101799964905,0.018155710771679878
264,0.6741435527801514,0.0018182365456596017
265,0.4238269329071045,0.007921024225652218
266,0.5483707785606384,0.00019179815717507154
267,0.9219382405281067,0.01579531468451023
268,0.8672904968261719,0.00022481984342448413
269,0.11187060177326202,0.012263872660696507
270,0.3997282087802887,0.00038509644218720496
271,0.23452512919902802,0.01820950023829937
272,0.26455238461494446,0.0006647766567766666
273,0.5245824456214905,0.00500615406781435
274,0.33812201023101807,0.000705484882928431
275,0.5751456618309021,0.14665231108665466
276,0.7993584275245667,0.13759253919124603
277,0.22929340600967407,0.281295508146286
278,0.4133020341396332,0.000850768992677331
279,0.8885929584503174,0.0006388254114426672
280,0.40809038281440735,0.00017197919078171253
281,0.8596776127815247,0.00015346283908002079
282,0.9063730835914612,0.0006348785827867687
283,0.16811130940914154,0.0002639019803609699
284,0.7438417077064514,0.010386798530817032
285,0.8510037660598755,0.029697323217988014
286,0.27808839082717896,0.017372431233525276
287,0.11202969402074814,0.02402592822909355
288,0.10615615546703339,0.00014465543790720403
289,0.4323113262653351,0.00025940590421669185
290,0.9486300945281982,0.003550335532054305
291,0.7787158489227295,0.0012489870423451066
292,0.1482793688774109,0.003565165214240551
293,0.38870224356651306,0.007537313736975193
294,0.8675901889801025,0.0002902116975747049
295,0.9873191118240356,0.0004684377054218203
296,0.9650877118110657,0.005755071062594652
297,0.7868239879608154,0.0004119090735912323
298,0.19396544992923737,0.006329146213829517
299,0.6836094260215759,0.0002653757110238075
300,0.41796261072158813,0.00014820825890637934
301,0.5741826295852661,0.001851417706348002
302,0.5597845911979675,0.014656834304332733
303,0.3958486318588257,0.8161717057228088
304,0.280765175819397,0.002915387973189354
305,0.68668532371521,0.0023087544832378626
306,0.15920580923557281,0.0003340794355608523
307,0.27236902713775635,0.0003773510688915849
308,0.6199547052383423,0.00524281058460474
309,0.28320175409317017,0.0014817244373261929
310,0.405170202255249,0.0004335603443905711
311,0.6163519620895386,0.0004399250610731542
312,0.8417803645133972,0.0001451267016818747
313,0.37357890605926514,0.0023818027693778276
314,0.4626980125904083,0.0006855468382127583
315,0.9933920502662659,0.0001341706665698439
316,0.2496694028377533,0.9848089814186096
317,0.3387688100337982,0.011975819244980812
318,0.7762450575828552,0.0298857931047678
319,0.5387505292892456,0.05746452510356903
320,0.9872649908065796,0.014858412556350231
321,0.20585808157920837,0.012960017658770084
322,0.7064962983131409,0.000541162327863276
323,0.14619237184524536,0.00015710513980593532
324,0.6032863259315491,0.0005326743121258914
325,0.3623582720756531,0.00019221466209273785
326,0.9842425584793091,0.9992331266403198
327,0.8698188066482544,0.07843082398176193
328,0.902830183506012,0.06159472092986107
329,0.10288065671920776,0.0010438953759148717
330,0.5888803005218506,0.0008798098424449563
331,0.09037686139345169,0.15884487330913544
332,0.2030014991760254,0.01357564702630043
333,0.6486194133758545,0.0112879928201437
334,0.8153600096702576,0.00022073573200032115
335,0.3865175247192383,0.00039761370862834156
336,0.8423575758934021,0.007003068458288908
337,0.7831177115440369,0.00014809959975536913
338,0.6343375444412231,0.00016147171845659614
339,0.2676304280757904,0.004961223341524601
340,0.2368629276752472,0.00018207832181360573
341,0.4106244742870331,0.0010569499572739005
342,0.7497133016586304,0.0019223516574129462
343,0.8017244338989258,0.000311869487632066
344,0.2522062361240387,0.05427885800600052
345,0.9919617772102356,0.9284465909004211
346,0.5691669583320618,0.00024753049365244806
347,0.6707473993301392,0.0005823090905323625
348,0.5683346390724182,0.00014078733511269093
349,0.734718918800354,0.0001679168635746464
350,0.552649736404419,0.00015957147115841508
351,0.4329926073551178,0.01006728783249855
352,0.5059058666229248,0.00027164569473825395
353,0.8771579265594482,0.08716388046741486
354,0.06156850978732109,0.00014243429177440703
355,0.5278949737548828,0.018525369465351105
356,0.2899641692638397,0.06254778057336807
357,0.15512049198150635,0.00034415326081216335
358,0.8389419317245483,0.013687435537576675
359,0.7255927324295044,0.009264584630727768
360,0.6420783996582031,0.0002815584884956479
